ZCTA20,TOTPOP,MEDFAMINC
04745,872,60417.0
04746,392,51528.0
04747,1295,71923.0
04750,1926,45000.0
04756,3190,78990.0
04757,2635,86250.0
04758,1438,60739.0
04760,713,66250.0
04761,465,51250.0
04762,505,72083.0
04763,656,44833.0
04764,14,
04765,1030,57986.0
04766,327,73523.0
04768,397,92969.0
04769,8772,67427.0
04772,885,80417.0
04773,691,70532.0
04774,609,50000.0
04776,955,49167.0
04777,427,47031.0
04779,333,69667.0
04780,899,61250.0
04781,513,56875.0
04783,458,58000.0
04785,2169,59919.0
04786,1623,70735.0
04787,484,56667.0
04841,6986,74577.0
04843,5221,117989.0
04847,1795,88750.0
04848,617,85625.0
04849,3808,89267.0
04851,95,64167.0
04852,119,116042.0
04853,448,90714.0
04854,1440,105543.0
04855,266,250001.0
04856,3636,91908.0
04858,1371,84635.0
04859,781,97500.0
04860,1590,76853.0
04861,2753,60777.0
04862,4130,84375.0
04863,981,89875.0
04864,4873,84750.0
04901,26463,67525.0
04910,2311,60208.0
04911,1849,73036.0
04912,783,58750.0
04915,9078,68665.0
04917,3258,86771.0
04918,0,
04920,1688,63750.0
04921,1586,73958.0
04922,829,58958.0
04923,522,75357.0
04924,2191,68049.0
04925,16,
04926,0,
04927,3381,83894.0
04928,1925,73214.0
04929,788,55000.0
04930,4226,70469.0
04932,1186,76667.0
04936,179,40972.0
04937,6397,79023.0
04938,10261,73561.0
04939,817,63611.0
04940,0,
04941,1736,67273.0
04942,1101,65250.0
04943,1656,68750.0
04944,78,
04945,1242,58712.0
04947,1588,98750.0
04949,884,69231.0
04950,4738,71650.0
04951,1079,72813.0
04952,1730,79524.0
04953,3143,78993.0
04955,1449,76875.0
04956,691,68438.0
04957,4025,70074.0
04958,2198,62346.0
04961,732,43125.0
04963,7376,89969.0
04964,114,135833.0
04965,2147,87527.0
04966,1651,59743.0
04967,3924,55068.0
04969,1319,66250.0
04970,1507,78750.0
04971,1822,74637.0
04973,1415,104667.0
04974,2649,58872.0
04975,36,
04976,10036,73382.0
04978,943,113301.0
04979,830,77917.0
04981,2479,81161.0
04982,328,
04983,1594,57750.0
04984,735,51462.0
04985,153,
04986,2382,68906.0
04987,962,61563.0
04988,1988,57917.0
04989,4526,76645.0
04992,0,
05001,9644,103403.0
05009,0,
05030,101,
05031,42,
05032,2894,96823.0
05033,3021,96627.0
05034,133,84375.0
05035,757,66189.0
05036,1164,98125.0
05037,853,101522.0
05038,1435,63594.0
05039,1053,90469.0
05040,652,79792.0
05041,224,46406.0
05042,669,64167.0
05043,1131,81927.0
05045,1768,73816.0
05046,1323,87604.0
05048,2649,94614.0
05050,118,120375.0
05051,1232,77188.0
05052,358,113667.0
05053,294,148466.0
05055,3404,152321.0
05056,454,81250.0
05058,138,66488.0
05059,419,48750.0
05060,4201,81947.0
05061,1821,79292.0
05062,498,82500.0
05065,1116,81458.0
05067,142,102083.0
05068,2910,94898.0
05069,606,123750.0
05070,457,134327.0
05071,139,108403.0
05072,622,113004.0
05073,22,
05075,1200,119653.0
05076,516,77375.0
05077,1112,87404.0
05079,863,68958.0
05081,553,60893.0
05083,259,88125.0
05084,176,
05086,563,59792.0
05088,827,
05089,4403,66316.0
05091,3426,134675.0
05101,4095,76058.0
05141,121,61806.0
05142,746,93750.0
05143,4967,110417.0
05146,652,101125.0
05148,1458,140500.0
05149,2241,68854.0
05150,424,63810.0
05151,1491,91450.0
05152,444,119375.0
05153,801,90455.0
05154,585,197797.0
05155,709,84969.0
05156,9307,77639.0
05158,1148,97379.0
05161,800,130855.0
05201,14901,83372.0
05250,3865,95944.0
05251,1330,141389.0
05252,627,71625.0
05253,588,108906.0
05254,439,89643.0
05255,4100,109219.0
05257,3022,101111.0
05260,263,59449.0
05261,2354,93519.0
05262,1949,114191.0
05301,16673,78648.0
05340,748,86667.0
05341,593,
05342,612,72697.0
05343,1056,97500.0
05344,511,
05345,1757,77847.0
05346,5262,89722.0
05350,765,93750.0
05351,184,84313.0
05352,987,85000.0
05353,1434,123889.0
05354,2548,88113.0
05355,717,94000.0
05356,634,98977.0
05358,425,60893.0
05359,669,87292.0
05360,428,104659.0
05361,978,80139.0
05362,186,58889.0
05363,1919,101548.0
05401,32019,116579.0
05403,20177,115398.0
05404,8082,97616.0
05405,2575,
05408,10067,110000.0
05439,1340,
05440,1857,95938.0
05441,611,77500.0
05442,402,90938.0
05443,6360,111667.0
05444,1646,108750.0
05445,3910,143875.0
05446,16292,106842.0
05447,106,
05448,845,114896.0
05450,5306,91303.0
05452,22338,116600.0
05454,5255,118807.0
05455,1312,109091.0
05456,949,157315.0
05457,1622,108447.0
05458,2254,106900.0
05459,1835,76919.0
05461,4866,128750.0
05462,1782,109342.0
05463,551,79500.0
05464,3014,93802.0
05465,5589,131797.0
05468,13254,121460.0
05471,693,80446.0
05472,1937,113631.0
05473,1516,109063.0
05474,1157,135714.0
05476,3254,66726.0
05477,4389,140147.0
05478,16034,95273.0
05481,0,
05482,7800,121250.0
05483,1746,93750.0
05485,0,
05486,1516,132656.0
05487,1736,88125.0
05488,7984,81368.0
05489,3652,101833.0
05491,5880,98023.0
05492,774,93125.0
05494,1614,109125.0
05495,10888,135020.0
05602,12572,111963.0
05640,251,125685.0
05641,16860,86319.0
05647,1214,73750.0
05648,569,98438.0
05649,377,87083.0
05650,902,98333.0
05651,1546,92188.0
05652,727,61838.0
05653,608,82625.0
05654,1229,66528.0
05655,3022,80263.0
05656,3491,82143.0
05658,1521,74659.0
05660,1909,130063.0
05661,6081,71613.0
05663,6727,90417.0
05664,0,
05666,36,41250.0
05667,2257,82037.0
05669,918,69750.0
05670,31,
05672,5214,137500.0
05673,2284,133125.0
05674,1736,99125.0
05675,928,66536.0
05676,4776,110952.0
05677,2357,145662.0
05678,84,
05679,3072,114213.0
05680,2016,86417.0
05681,150,95417.0
05682,1238,94643.0
05701,20469,89017.0
05730,412,91364.0
05731,0,
05732,1267,86528.0
05733,6038,79688.0
05734,1289,91250.0
05735,3646,82125.0
05736,512,64286.0
05737,566,120750.0
05738,1331,94583.0
05739,1299,72292.0
05742,699,101250.0
05743,4129,85898.0
05744,436,117000.0
05746,0,
05747,313,82083.0
05748,480,88750.0
05751,766,118906.0
05753,10927,109205.0
05757,748,83333.0
05758,661,73393.0
05759,2038,78594.0
05760,829,70179.0
05761,1056,94375.0
05762,436,89539.0
05763,3009,99583.0
05764,3079,71343.0
05765,1852,77143.0
05766,494,125625.0
05767,1301,85714.0
05768,41,
05769,1186,106908.0
05770,1170,95833.0
05772,760,76719.0
05773,2531,92950.0
05774,921,85417.0
05775,620,87639.0
05776,346,
05777,3372,77083.0
05778,1027,81944.0
05819,9383,84149.0
05820,395,69063.0
05821,949,85938.0
05822,1924,72255.0
05824,1202,69191.0
05825,49,16696.0
05826,770,83438.0
05827,546,85903.0
05828,2102,100486.0
05829,1683,71420.0
05830,1372,77500.0
05832,1157,83056.0
05833,38,
05836,1371,107857.0
05837,352,50694.0
05839,639,76667.0
05840,53,74250.0
05841,343,143281.0
05842,509,77292.0
05843,2414,79648.0
05845,1318,77150.0
05846,1225,59412.0
05847,1003,52609.0
05850,308,
05851,5933,69527.0
05853,803,110250.0
05855,7638,78802.0
05857,1490,103625.0
05858,290,68750.0
05859,2164,91250.0
05860,2848,77292.0
05862,349,112917.0
05866,780,91875.0
05867,598,68750.0
05868,72,149688.0
05871,1306,72000.0
05872,893,63043.0
05873,672,114728.0
05874,656,100833.0
05875,440,88000.0
05901,0,
05902,131,46250.0
05903,596,63750.0
05904,239,80833.0
05905,943,82188.0
05906,1328,61080.0
05907,122,58750.0
06001,19119,195802.0
06002,21460,105426.0
06010,61077,102792.0
06013,9557,169471.0
06016,6677,125217.0
06018,2678,89000.0
06019,9782,160233.0
06020,38,
06021,1594,139821.0
06022,76,
06023,1576,96360.0
06024,534,109875.0
06026,5154,136393.0
06027,1230,121771.0
06029,16519,143452.0
06031,1426,104688.0
06032,18540,147949.0
06033,29251,163750.0
06035,7810,143092.0
06037,18573,128840.0
06039,1878,117750.0
06040,36847,98714.0
06042,22663,99049.0
06043,4851,144545.0
06051,31711,55298.0
06052,8207,94063.0
06053,34405,73103.0
06057,6078,126424.0
06058,1975,124375.0
06059,229,
06060,2331,161042.0
06061,602,
06062,17537,103039.0
06063,3320,136071.0
06065,723,114578.0
06066,30289,104097.0
06067,20705,118873.0
06068,2074,146298.0
06069,2534,114267.0
06070,15023,180268.0
06071,10495,131250.0
06072,0,
06073,5854,226172.0
06074,26805,154859.0
06076,11949,118451.0
06078,10633,157936.0
06079,0,
06080,1332,
06081,1803,101250.0
06082,41346,106815.0
06084,14640,153417.0
06085,7537,157431.0
06088,4503,90244.0
06089,3391,162069.0
06090,875,205368.0
06091,185,113750.0
06092,4400,201848.0
06093,3711,143824.0
06095,29445,116700.0
06096,12563,105544.0
06098,10197,85984.0
06103,2419,138068.0
06105,19002,59964.0
06106,38511,48525.0
06107,20717,192596.0
06108,24158,57060.0
06109,27192,136660.0
06110,12813,95351.0
06111,30458,115957.0
06112,21977,51076.0
06114,26077,53834.0
06117,15726,203856.0
06118,26784,85866.0
06119,14592,131009.0
06120,13479,37461.0
06226,19103,55708.0
06231,3739,148368.0
06232,3160,137371.0
06234,8430,83702.0
06235,2193,101446.0
06237,5280,124235.0
06238,12254,124778.0
06239,11417,85625.0
06241,6776,102222.0
06242,1256,108269.0
06243,130,250001.0
06247,2304,124922.0
06248,5388,151719.0
06249,7145,125313.0
06250,6304,117083.0
06254,1892,114643.0
06255,4221,97255.0
06256,2273,101061.0
06258,95,
06259,4391,126304.0
06260,9248,84455.0
06262,670,80938.0
06263,217,80991.0
06264,235,91678.0
06266,227,99375.0
06268,12961,142500.0
06269,8863,
06277,4328,107292.0
06278,4421,141500.0
06279,5586,113006.0
06280,3337,74258.0
06281,7369,126500.0
06282,931,142344.0
06320,27600,65357.0
06330,3305,106250.0
06331,5082,103603.0
06332,938,
06333,7070,157863.0
06334,2343,106600.0
06335,6199,115645.0
06336,67,162500.0
06338,41,152500.0
06339,9239,112782.0
06340,29672,82308.0
06350,82,99000.0
06351,15695,89286.0
06353,75,
06354,5331,79960.0
06355,12481,148681.0
06357,11530,113970.0
06359,5160,120135.0
06360,37219,80397.0
06365,4719,120603.0
06370,7839,118298.0
06371,9972,144177.0
06373,115,
06374,8119,76903.0
06375,3696,111193.0
06376,43,
06377,3032,91402.0
06378,5488,153750.0
06379,8973,107391.0
06380,2725,64718.0
06382,10240,99527.0
06384,2683,81429.0
06385,15886,121100.0
06387,236,117404.0
06389,110,
06390,53,
06401,19361,84297.0
06403,6061,124754.0
06405,28041,128440.0
06409,863,75868.0
06410,28775,181149.0
06412,3740,116080.0
06413,13271,136603.0
06414,334,
06415,16130,141667.0
06416,14250,124417.0
06417,4445,116834.0
06418,11966,101310.0
06419,6216,144622.0
06420,4307,120795.0
06422,7197,153829.0
06423,4887,118750.0
06424,12372,128231.0
06426,3377,183984.0
06437,22046,148047.0
06438,3079,142120.0
06439,23,
06441,5234,126903.0
06442,2514,133594.0
06443,17658,179215.0
06444,245,108281.0
06447,6134,141429.0
06450,36074,83361.0
06451,24482,83620.0
06455,2834,135625.0
06456,271,163750.0
06457,47030,103333.0
06459,1122,
06460,37208,132920.0
06461,15075,143081.0
06467,396,
06468,18851,172478.0
06469,3377,112112.0
06470,15511,169643.0
06471,7195,142040.0
06472,6501,140530.0
06473,24588,138146.0
06475,10492,144917.0
06477,14231,162763.0
06478,12801,147111.0
06479,9947,122250.0
06480,9409,140246.0
06481,1406,155938.0
06482,11830,172426.0
06483,16766,121676.0
06484,41206,128756.0
06488,19936,154932.0
06489,32924,142147.0
06492,44267,120883.0
06498,6829,143231.0
06510,3966,139844.0
06511,55940,64588.0
06512,29522,100380.0
06513,38217,59295.0
06514,25687,107097.0
06515,19749,88704.0
06516,55336,91047.0
06517,14287,130677.0
06518,20849,131767.0
06519,16050,49519.0
06524,5295,166424.0
06525,9050,193553.0
06604,28264,55037.0
06605,25860,69128.0
06606,54125,76347.0
06607,7133,49547.0
06608,10923,45847.0
06610,22165,64211.0
06611,36922,168589.0
06612,7630,214844.0
06614,36184,120309.0
06615,16252,88405.0
06702,3260,23190.0
06704,30124,56318.0
06705,25744,71932.0
06706,15459,56410.0
06708,29215,79194.0
06710,10684,54712.0
06712,9411,140226.0
06716,16094,129916.0
06750,1333,151484.0
06751,3399,141806.0
06752,1709,158571.0
06753,28,250001.0
06754,1912,123727.0
06755,826,173145.0
06756,3001,158750.0
06757,2029,113717.0
06758,24,
06759,5550,134135.0
06762,7665,150417.0
06763,2035,122188.0
06770,31741,110516.0
06776,27318,111503.0
06777,1570,107434.0
06778,1409,134896.0
06779,7987,101058.0
06782,2314,136250.0
06783,2061,160536.0
06784,3515,128750.0
06785,904,136103.0
06786,9398,107140.0
06787,7502,123382.0
06790,35563,81811.0
06791,5539,107438.0
06793,1381,177500.0
06794,971,
06795,14190,103721.0
06796,799,135417.0
06798,9775,132783.0
06801,20406,128651.0
06804,17797,146959.0
06807,7641,250001.0
06810,54957,81422.0
06811,31170,117500.0
06812,13596,148208.0
06820,21571,250001.0
06824,36969,227344.0
06825,20565,162193.0
06830,24881,169375.0
06831,14681,246723.0
06840,20709,250001.0
06850,19286,140909.0
06851,28217,129969.0
06853,3160,250001.0
06854,32228,84886.0
06855,8085,115694.0
06870,8096,250001.0
06877,25059,204726.0
06878,8303,250001.0
06880,27331,250001.0
06883,10336,233571.0
06890,4443,250001.0
06896,8747,182447.0
06897,18473,250001.0
06901,9599,103934.0
06902,73238,84927.0
06903,13266,223393.0
06905,20201,152188.0
06906,10057,96418.0
06907,8948,139797.0
07001,17211,101750.0
07002,70497,92521.0
07003,52594,118129.0
07004,7723,155700.0
07005,15106,153682.0
07006,26449,174086.0
07008,25170,90685.0
07009,13225,174497.0
07010,25546,110746.0
07011,40042,91376.0
07012,14870,131014.0
07013,29725,138372.0
07014,4098,118942.0
07016,23838,194087.0
07017,39557,74009.0
07018,29216,71845.0
07020,14394,178889.0
07021,2290,250001.0
07022,14935,66701.0
07023,7723,203447.0
07024,39781,127906.0
07026,32472,76761.0
07027,4542,142829.0
07028,7970,250001.0
07029,21935,77155.0
07030,58754,236742.0
07031,16352,114538.0
07032,41157,89324.0
07033,8345,116618.0
07034,10064,115000.0
07035,10922,132927.0
07036,44996,95736.0
07039,31091,242188.0
07040,25384,208868.0
07041,7412,250001.0
07042,26945,187784.0
07043,13425,250001.0
07044,14438,195441.0
07045,10240,201726.0
07046,4499,250001.0
07047,62066,90207.0
07050,33523,58291.0
07052,48399,152495.0
07054,30392,132963.0
07055,70048,58619.0
07057,11838,85745.0
07058,6052,178559.0
07059,16208,233854.0
07060,47883,77588.0
07062,14253,98750.0
07063,14849,81790.0
07064,4031,143977.0
07065,29664,106711.0
07066,15415,146413.0
07067,18581,139247.0
07068,6221,152000.0
07069,6651,169236.0
07070,18754,151812.0
07071,22332,119456.0
07072,6341,115946.0
07073,10020,110271.0
07074,3093,105286.0
07075,9978,171233.0
07076,24727,203462.0
07077,2695,112101.0
07078,14287,250001.0
07079,18648,209375.0
07080,24256,145288.0
07081,17011,169036.0
07082,5612,222188.0
07083,56900,125797.0
07086,16790,158011.0
07087,67258,62307.0
07088,3056,105952.0
07090,30852,250001.0
07092,6991,201449.0
07093,64203,72264.0
07094,21470,158772.0
07095,20927,121356.0
07102,13506,55417.0
07103,35318,52709.0
07104,55412,61418.0
07105,56696,52917.0
07106,36538,58346.0
07107,41907,63555.0
07108,27830,39095.0
07109,37893,97230.0
07110,29695,149500.0
07111,60268,68183.0
07112,27122,57644.0
07114,13154,48567.0
07201,27996,60672.0
07202,44673,70999.0
07203,22500,90270.0
07204,13964,127663.0
07205,22262,103835.0
07206,30364,51773.0
07208,32632,65517.0
07302,53237,225613.0
07304,50805,69622.0
07305,70738,84022.0
07306,54779,81418.0
07307,42184,91875.0
07310,14371,227279.0
07311,1785,240333.0
07401,6817,206615.0
07403,7726,140538.0
07405,17993,155688.0
07407,21261,96818.0
07410,34948,170540.0
07416,5736,103269.0
07417,11010,232224.0
07418,2473,163550.0
07419,9927,120591.0
07420,5185,100385.0
07421,7312,151719.0
07422,5401,124947.0
07423,4234,250001.0
07424,27474,123394.0
07430,25471,160000.0
07432,7011,173056.0
07435,2453,141585.0
07436,12731,175242.0
07438,11209,141682.0
07439,2215,116161.0
07440,4620,186833.0
07442,11052,132281.0
07444,10941,162578.0
07446,14739,188285.0
07450,26054,244006.0
07452,12086,209255.0
07456,11692,162192.0
07457,4081,145625.0
07458,11676,239076.0
07460,3131,156700.0
07461,18275,114910.0
07462,6712,115000.0
07463,10068,169811.0
07465,6032,135179.0
07470,54557,175348.0
07480,14884,140240.0
07481,16802,230385.0
07501,35492,49301.0
07502,17328,80028.0
07503,19625,70294.0
07504,13781,71689.0
07505,4592,
07506,19456,123688.0
07508,23631,106545.0
07512,10975,117989.0
07513,11069,66730.0
07514,18461,63029.0
07522,22377,45874.0
07524,15139,49506.0
07601,45758,93600.0
07603,8940,114271.0
07604,12080,134806.0
07605,9291,128571.0
07606,2820,90294.0
07607,10040,137905.0
07608,91,
07620,1449,242969.0
07621,28223,134980.0
07624,8555,193148.0
07626,9105,185912.0
07627,4930,200104.0
07628,18014,135125.0
07630,7281,148750.0
07631,29109,102927.0
07632,5347,250001.0
07640,4826,195250.0
07641,3342,227661.0
07642,10125,198176.0
07643,10954,89495.0
07644,25969,95434.0
07645,8413,186493.0
07646,16888,136336.0
07647,5336,130714.0
07648,5657,179500.0
07649,8208,231292.0
07650,20231,109196.0
07652,26582,153422.0
07656,9098,196523.0
07657,11465,112377.0
07660,13161,111050.0
07661,12022,188542.0
07662,5790,148942.0
07663,14320,142344.0
07666,41427,156613.0
07670,15299,239853.0
07675,26989,192743.0
07676,9268,165582.0
07677,6096,229326.0
07701,25253,138694.0
07702,4138,182222.0
07703,0,
07704,6221,249125.0
07711,1811,230417.0
07712,39271,131967.0
07716,8279,139375.0
07717,1792,147750.0
07718,6667,161930.0
07719,21994,156452.0
07720,4151,101635.0
07721,3958,117250.0
07722,10014,206500.0
07723,728,151250.0
07724,23739,131449.0
07726,44707,173246.0
07727,6982,136793.0
07728,56896,144808.0
07730,16720,149375.0
07731,39684,141359.0
07732,4740,145964.0
07733,17130,192803.0
07734,13540,93988.0
07735,19369,121897.0
07737,4181,157500.0
07738,6793,210244.0
07739,6104,229393.0
07740,32091,83789.0
07746,18230,209909.0
07747,32749,140342.0
07748,28112,162832.0
07750,3199,220500.0
07751,21311,198004.0
07753,37243,117727.0
07755,6495,134700.0
07756,3246,88674.0
07757,6119,171690.0
07758,4462,141635.0
07760,9613,250001.0
07762,8196,167083.0
07764,8547,153352.0
07801,26548,81869.0
07803,3990,107656.0
07820,1,
07821,9571,156477.0
07822,947,123984.0
07823,7644,96159.0
07825,9723,136417.0
07826,5529,126187.0
07827,4117,125617.0
07828,14083,107292.0
07830,7748,176563.0
07831,30,
07832,3175,123384.0
07833,112,142656.0
07834,18048,176469.0
07836,12034,158963.0
07838,3190,126250.0
07840,32952,127120.0
07842,0,
07843,11102,117133.0
07844,104,
07846,22,
07847,1685,75352.0
07848,4425,132708.0
07849,8573,143873.0
07850,7266,120015.0
07851,363,102292.0
07852,4095,126604.0
07853,12548,215060.0
07856,4429,120568.0
07857,3564,94280.0
07860,26507,127132.0
07863,3582,118375.0
07865,2533,129647.0
07866,22383,155514.0
07869,26058,205341.0
07870,29,
07871,21020,187300.0
07874,8534,132753.0
07876,9527,167267.0
07878,740,99435.0
07880,357,117917.0
07881,8,
07882,14670,113125.0
07885,11673,105943.0
07901,24281,240767.0
07920,28460,249925.0
07921,7573,161938.0
07922,12078,216637.0
07924,7746,233359.0
07926,69,
07927,4181,157991.0
07928,19559,250001.0
07930,8138,239335.0
07931,3399,187824.0
07932,10941,178775.0
07933,2661,213598.0
07934,1575,246563.0
07935,472,109609.0
07936,11102,167727.0
07939,330,
07940,17798,201689.0
07945,9698,250001.0
07946,2991,213958.0
07950,21738,191113.0
07960,46560,199093.0
07961,343,
07970,257,
07974,12911,202230.0
07976,355,102344.0
07977,689,
07979,246,
07980,2978,183950.0
07981,8938,172457.0
08001,835,136316.0
08002,23630,117964.0
08003,31434,162197.0
08004,10966,109854.0
08005,25578,96236.0
08006,435,134167.0
08007,5560,116089.0
08008,6995,146848.0
08009,14483,118047.0
08010,11458,103526.0
08011,53,
08012,40320,103901.0
08014,294,
08015,19164,95625.0
08016,34710,107276.0
08019,946,168958.0
08020,2834,129700.0
08021,47946,81183.0
08022,9124,150417.0
08023,282,69643.0
08026,2278,106458.0
08027,4921,104160.0
08028,24360,98611.0
08029,5850,103841.0
08030,13251,80605.0
08031,11677,78828.0
08032,226,127813.0
08033,17110,198229.0
08034,19870,126943.0
08035,7570,145272.0
08036,6024,131808.0
08037,23392,105174.0
08038,380,101250.0
08039,17,
08041,832,126250.0
08042,33,
08043,30876,154827.0
08045,3059,98214.0
08046,31812,96915.0
08048,12786,155604.0
08049,5216,96300.0
08050,27097,118180.0
08051,12107,108056.0
08052,19885,86369.0
08053,47200,143951.0
08054,44929,134842.0
08055,28651,177031.0
08056,5427,158603.0
08057,20942,202104.0
08059,5521,101833.0
08060,25516,113076.0
08061,3517,134737.0
08062,17907,179162.0
08063,3070,88304.0
08064,60,
08065,7437,90354.0
08066,7859,70074.0
08067,1646,126042.0
08068,7033,94265.0
08069,13402,67617.0
08070,12468,93659.0
08071,9356,117292.0
08072,249,
08073,0,
08074,0,
08075,30359,103697.0
08077,20456,144158.0
08078,8005,103333.0
08079,10426,77739.0
08080,38215,131831.0
08081,50604,107667.0
08083,9464,109438.0
08084,6962,115170.0
