ZCTA20,TOTPOP,MEDFAMINC
45879,6231,77500.0
45880,2864,84111.0
45881,1352,69773.0
45882,2865,97578.0
45883,3849,110938.0
45884,178,153125.0
45885,12926,89037.0
45886,486,101250.0
45887,4404,71728.0
45888,319,
45889,1849,120625.0
45890,821,115625.0
45891,15234,76779.0
45893,159,
45894,679,77917.0
45895,17655,89557.0
45896,1684,73711.0
45897,99,
45898,779,74750.0
45899,201,82188.0
46001,10011,83977.0
46011,17638,85585.0
46012,19744,68633.0
46013,16906,70898.0
46016,18924,45264.0
46017,5910,71800.0
46030,2902,98071.0
46031,2192,68601.0
46032,51250,168496.0
46033,39859,173794.0
46034,7335,75724.0
46035,1503,88333.0
46036,11392,70821.0
46037,46858,152813.0
46038,43112,123617.0
46039,566,82163.0
46040,16680,152917.0
46041,23188,73404.0
46044,2686,90476.0
46045,180,150978.0
46047,44,
46048,2159,71563.0
46049,1113,77778.0
46050,1763,88889.0
46051,2810,89167.0
46052,23443,93750.0
46055,14130,130200.0
46056,2165,85375.0
46057,1042,91667.0
46058,2254,88125.0
46060,47340,102453.0
46062,37191,126041.0
46063,362,58889.0
46064,17205,102778.0
46065,3453,78098.0
46068,2633,97469.0
46069,6901,92171.0
46070,2335,70139.0
46071,3282,90076.0
46072,8592,76707.0
46074,44075,132910.0
46075,8184,118110.0
46076,1830,59667.0
46077,34056,182711.0
46102,412,87813.0
46103,375,81875.0
46104,1104,57424.0
46105,1741,98797.0
46106,9616,121953.0
46107,12962,69712.0
46110,883,
46111,443,71250.0
46112,41437,115480.0
46113,16217,95921.0
46115,1624,70729.0
46117,529,70987.0
46118,4440,85278.0
46120,5881,80195.0
46121,4727,79810.0
46122,16233,107776.0
46123,41870,118223.0
46124,7847,78750.0
46125,37,
46126,4005,89718.0
46127,353,
46128,2277,106413.0
46130,2085,116905.0
46131,34801,92867.0
46133,946,80536.0
46135,19696,80614.0
46140,41879,98708.0
46142,34676,95343.0
46143,58153,98985.0
46144,372,109432.0
46146,228,105962.0
46147,2578,90511.0
46148,5135,91810.0
46149,2355,106103.0
46150,897,91917.0
46151,32564,94107.0
46154,188,
46155,9,
46156,1115,77326.0
46157,3579,90833.0
46158,24656,93948.0
46160,6102,74630.0
46161,2181,92440.0
46162,267,81934.0
46163,14062,128697.0
46164,4045,101891.0
46165,2058,86875.0
46166,2719,82037.0
46167,7285,122554.0
46168,38284,94800.0
46170,0,
46171,1949,92833.0
46172,2243,82604.0
46173,10449,71111.0
46175,538,88021.0
46176,28727,77389.0
46180,831,74479.0
46181,5186,99408.0
46182,1638,75236.0
46183,39,
46184,12771,91688.0
46186,1869,64196.0
46201,31680,55996.0
46202,20688,99030.0
46203,36544,62701.0
46204,10544,193100.0
46205,28327,83976.0
46206,0,
46208,22729,64434.0
46214,23108,67387.0
46216,2275,87006.0
46217,39082,99931.0
46218,28951,44026.0
46219,38681,67847.0
46220,37102,126518.0
46221,27038,74767.0
46222,37108,53233.0
46224,39704,64689.0
46225,5416,53170.0
46226,45716,54570.0
46227,56794,67204.0
46228,16397,100583.0
46229,28629,82272.0
46231,11209,74194.0
46234,27385,92603.0
46235,34289,59587.0
46236,26993,132953.0
46237,42223,92712.0
46239,33553,100837.0
46240,20123,106424.0
46241,34056,53732.0
46250,17131,107309.0
46254,41259,63477.0
46256,22373,105698.0
46259,14944,129877.0
46260,35019,85156.0
46268,25140,81263.0
46278,8650,148014.0
46280,7344,87755.0
46290,87,
46301,578,118586.0
46302,51,59063.0
46303,16859,97333.0
46304,27204,98502.0
46307,71355,109375.0
46310,13511,85179.0
46311,23074,122760.0
46312,26363,44928.0
46319,17626,90571.0
46320,13822,47309.0
46321,23731,126563.0
46322,23794,96200.0
46323,23447,64421.0
46324,21703,70197.0
46327,10875,48526.0
46340,1330,
46341,9984,110500.0
46342,32049,84852.0
46345,77,41875.0
46346,1391,53775.0
46347,4853,101743.0
46348,1066,48194.0
46349,2866,92250.0
46350,44923,84610.0
46356,18814,103996.0
46360,43891,74200.0
46365,838,115208.0
46366,5916,70625.0
46368,39947,84032.0
46371,3525,107428.0
46373,17741,139429.0
46374,1139,103393.0
46375,23740,111555.0
46376,204,84375.0
46377,66,
46379,305,127688.0
46381,647,118696.0
46382,1932,101307.0
46383,41811,97086.0
46385,41304,107540.0
46390,3172,96886.0
46391,9369,95052.0
46392,8272,115156.0
46393,148,
46394,12117,76774.0
46402,5873,33808.0
46403,10875,39949.0
46404,16851,50189.0
46405,11547,62103.0
46406,8730,33722.0
46407,9125,41028.0
46408,15368,54631.0
46409,7050,42421.0
46410,39121,81734.0
46501,4034,65125.0
46502,0,
46504,3290,90273.0
46506,10248,91042.0
46507,9755,96349.0
46508,200,
46510,2942,105938.0
46511,4061,74500.0
46513,0,
46514,41248,74726.0
46516,30993,69333.0
46517,26711,63315.0
46524,2653,90030.0
46526,33339,73286.0
46528,26891,90455.0
46530,31689,134519.0
46531,1807,84792.0
46532,1345,64028.0
46534,11011,70477.0
46536,2824,80990.0
46537,500,73995.0
46538,4498,100671.0
46539,2502,84750.0
46540,13131,102806.0
46542,4744,82787.0
46543,4138,108594.0
46544,30817,73955.0
46545,27000,71888.0
46550,12300,100385.0
46552,6693,88818.0
46553,3688,99286.0
46554,4077,90521.0
46555,2389,97625.0
46556,7858,
46561,14658,93328.0
46562,4894,73441.0
46563,23675,82692.0
46565,8627,97750.0
46567,9395,88852.0
46570,1093,67212.0
46571,6441,83796.0
46572,107,
46573,3874,97868.0
46574,7542,87621.0
46580,22538,83130.0
46582,14063,80824.0
46590,5077,117422.0
46595,50,
46601,5020,55278.0
46613,11864,41250.0
46614,29545,88833.0
46615,14324,71127.0
46616,5656,62285.0
46617,10624,90993.0
46619,21678,60443.0
46624,48,
46628,27344,67256.0
46635,6532,88225.0
46637,16212,99946.0
46701,8091,84477.0
46702,2058,72679.0
46703,18891,91745.0
46704,40,
46705,1936,78352.0
46706,20000,88079.0
46710,4443,90700.0
46711,8399,69700.0
46714,15367,83302.0
46721,4856,80389.0
46723,7550,92029.0
46725,23463,85955.0
46730,1007,88750.0
46731,921,103636.0
46732,2594,80625.0
46733,19008,79811.0
46737,7043,74737.0
46738,8339,64369.0
46740,4586,64243.0
46741,4109,98393.0
46742,3143,104375.0
46743,2747,84554.0
46745,1849,100625.0
46746,4451,83393.0
46747,2288,86000.0
46748,6890,103992.0
46750,27018,74611.0
46755,15666,80970.0
46759,441,66083.0
46760,1200,73693.0
46761,11958,80423.0
46763,1472,95179.0
46764,1485,86932.0
46765,5935,104712.0
46766,422,98583.0
46767,8832,77523.0
46770,2820,79493.0
46771,154,
46772,3430,80078.0
46773,3180,80625.0
46774,17260,82366.0
46776,1593,50288.0
46777,6106,82877.0
46778,103,
46779,2392,99750.0
46781,791,80469.0
46783,7513,110038.0
46784,2021,78125.0
46785,1732,71944.0
46786,37,
46787,4077,81985.0
46788,4099,99375.0
46789,192,
46791,1015,129063.0
46792,3550,85938.0
46793,4281,85878.0
46794,1139,88125.0
46795,6963,87500.0
46796,109,
46797,4214,111548.0
46798,1051,82500.0
46799,409,53750.0
46802,10588,49595.0
46803,10629,37447.0
46804,29045,99017.0
46805,22218,68039.0
46806,24684,48288.0
46807,16034,62310.0
46808,20049,64781.0
46809,8747,65753.0
46814,16328,141536.0
46815,26896,82979.0
46816,19501,53541.0
46818,21752,91406.0
46819,9445,67571.0
46825,29183,81924.0
46835,36557,90855.0
46845,28011,120282.0
46901,38719,76546.0
46902,36807,76986.0
46910,3162,68380.0
46911,1700,91172.0
46913,1144,87000.0
46914,3492,81250.0
46915,724,83333.0
46917,1926,87500.0
46919,1527,60000.0
46920,1306,120603.0
46922,0,
46923,7846,67750.0
46926,1459,71827.0
46928,4710,73640.0
46929,3224,69531.0
46930,219,48750.0
46931,263,48750.0
46932,3007,72270.0
46933,6417,72264.0
46936,5820,92103.0
46937,18,
46938,2385,57250.0
46939,1765,71071.0
46940,2821,72837.0
46941,877,83393.0
46943,153,57500.0
46945,0,
46946,105,
46947,28590,69147.0
46950,432,58750.0
46951,2146,60192.0
46952,18101,77528.0
46953,23334,54578.0
46957,407,56944.0
46958,611,80375.0
46959,315,128313.0
46960,1204,75000.0
46961,48,
46962,8491,93681.0
46965,0,
46967,147,73750.0
46968,147,91648.0
46970,23363,67645.0
46971,0,
46974,1820,61776.0
46975,13910,79096.0
46978,2279,75179.0
46979,5159,101023.0
46980,207,
46982,2730,72289.0
46984,19,
46985,1153,56827.0
46986,1671,87250.0
46987,1053,75714.0
46988,918,50679.0
46989,5621,83013.0
46990,446,120417.0
46991,1879,56691.0
46992,16668,77914.0
46994,2270,72277.0
46996,6193,82906.0
46998,206,2499.0
47001,10112,93369.0
47003,1064,88304.0
47006,12419,95594.0
47010,289,50679.0
47011,1096,129145.0
47012,10698,85343.0
47016,785,99044.0
47017,485,79412.0
47018,4674,85773.0
47020,1287,63594.0
47021,0,
47022,2983,128304.0
47023,2156,104602.0
47024,2958,70698.0
47025,23301,97878.0
47030,1776,61226.0
47031,5422,83378.0
47032,3177,73409.0
47033,0,
47034,178,69000.0
47035,180,
47036,1307,107965.0
47037,4352,76111.0
47038,946,
47040,5367,71571.0
47041,6005,99013.0
47042,3655,99931.0
47043,4769,82230.0
47060,6654,107938.0
47102,6819,61440.0
47104,8,
47106,4521,91726.0
47108,2089,61553.0
47110,762,
47111,18144,100716.0
47112,16935,88058.0
47114,434,110385.0
47115,3110,94632.0
47116,416,34833.0
47117,4558,89338.0
47118,3665,61500.0
47119,11509,128053.0
47120,671,71250.0
47122,11524,112683.0
47123,140,
47124,5433,116923.0
47125,1587,68233.0
47126,4145,102781.0
47129,19617,68141.0
47130,48599,73984.0
47135,736,88462.0
47136,4686,103921.0
47137,1441,70500.0
47138,5038,81047.0
47140,2368,71856.0
47141,1733,101667.0
47142,695,103098.0
47143,3612,122237.0
47145,1976,54129.0
47147,1315,62798.0
47150,49722,79723.0
47160,77,68750.0
47161,3368,90673.0
47162,598,47351.0
47163,811,67212.0
47164,3764,76875.0
47165,6808,86405.0
47166,1329,100313.0
47167,15592,69813.0
47170,14239,64143.0
47172,19705,94375.0
47174,43,
47175,855,68952.0
47177,2134,68819.0
47201,48043,90896.0
47203,25177,92230.0
47220,5940,77006.0
47223,774,86250.0
47224,522,61250.0
47225,19,
47226,251,61292.0
47227,1333,85708.0
47229,2932,70764.0
47230,1882,76371.0
47231,590,95625.0
47232,2510,80833.0
47234,1612,82250.0
47235,1427,85852.0
47236,266,103100.0
47240,21755,82856.0
47243,6024,67857.0
47244,434,101500.0
47246,4099,85818.0
47247,196,75000.0
47250,23434,74750.0
47260,2037,72596.0
47263,206,73125.0
47264,1317,80538.0
47265,21520,67371.0
47270,432,87500.0
47272,1720,77188.0
47273,2054,96204.0
47274,33170,79797.0
47280,667,82969.0
47281,1432,88958.0
47282,248,65250.0
47283,3770,91013.0
47302,25086,51818.0
47303,24393,63510.0
47304,31757,82870.0
47305,3193,45509.0
47306,4059,
47320,4320,71439.0
47324,227,56750.0
47325,562,73512.0
47326,1828,56321.0
47327,4311,64133.0
47330,5481,76172.0
47331,22714,62917.0
47334,3187,80000.0
47335,650,59028.0
47336,2870,63633.0
47337,204,52708.0
47338,2465,78958.0
47339,499,81354.0
47340,3073,67045.0
47341,2342,86875.0
47342,2316,70982.0
47344,175,103750.0
47345,1437,76250.0
47346,3921,76343.0
47348,9110,59965.0
47351,519,57750.0
47352,763,80972.0
47353,5262,94250.0
47354,1152,56771.0
47355,3163,71055.0
47356,5451,85324.0
47357,950,95755.0
47358,966,82614.0
47359,3434,76806.0
47360,1404,83165.0
47361,239,63000.0
47362,29377,66434.0
47366,34,
47367,85,
47368,2008,77083.0
47369,1358,51788.0
47370,130,58125.0
47371,12462,71020.0
47373,2240,60272.0
47374,45480,65431.0
47380,1476,57007.0
47381,171,63750.0
47382,177,58125.0
47383,2864,76131.0
47384,2282,78086.0
47385,1816,113964.0
47386,1190,76607.0
47387,522,66667.0
47388,407,62813.0
47390,5055,63472.0
47392,182,71346.0
47393,1761,80395.0
47394,8396,78447.0
47396,7652,69285.0
47401,40399,116596.0
47403,34165,79570.0
47404,23680,89028.0
47405,1312,
47406,8631,
47408,21733,85633.0
47420,51,
47421,27661,82338.0
47424,8556,71404.0
47427,865,90673.0
47429,7271,98258.0
47431,1689,80125.0
47432,4687,76048.0
47433,3781,67778.0
47434,12,
47435,119,
47436,1541,62208.0
47437,87,
47438,3970,55000.0
47441,8850,63697.0
47443,1427,78750.0
47445,94,
47446,9224,70426.0
47448,7747,81042.0
47449,414,57019.0
47451,1527,75156.0
47452,5100,74205.0
47453,240,
47454,7649,78260.0
47455,35,
47456,1203,73750.0
47457,0,
47458,0,
47459,3618,76970.0
47460,11442,71500.0
47462,5026,94583.0
47464,350,74688.0
47465,417,75750.0
47467,0,
47468,1126,112005.0
47469,1842,88398.0
47470,1367,68571.0
47471,3260,67662.0
47501,18168,73153.0
47512,4114,75625.0
47513,1822,87250.0
47514,1469,140875.0
47515,1150,93906.0
47516,986,86319.0
47519,621,153516.0
47520,2909,75313.0
47521,857,113162.0
47522,335,
47523,3301,86860.0
47524,442,106389.0
47525,206,68523.0
47527,2330,86580.0
47528,463,75469.0
47529,1194,78654.0
47531,897,95473.0
47532,4363,106400.0
47535,734,73333.0
47537,639,62159.0
47541,1155,82574.0
47542,9761,78707.0
47546,22186,85385.0
47550,628,108750.0
47551,588,89904.0
47552,231,114063.0
47553,8734,91844.0
47557,1308,69605.0
47558,4604,82463.0
47561,1372,62396.0
47562,5395,92917.0
47564,1497,63864.0
47567,6414,91148.0
47568,671,79167.0
47573,19,
47574,142,86771.0
47575,1109,117902.0
47576,475,
47577,1290,79861.0
47578,490,54167.0
47579,2748,118816.0
47580,264,53989.0
47581,3009,83011.0
47584,150,40625.0
47585,683,81726.0
47586,10947,81250.0
47588,947,63750.0
47590,456,93571.0
47591,25378,77198.0
47596,118,96563.0
47597,844,83571.0
47598,2765,69214.0
47601,13566,94905.0
47610,5332,76563.0
47611,1047,61667.0
47612,790,76641.0
47613,2880,111467.0
47615,1583,95682.0
47616,279,114318.0
47619,1587,75250.0
47620,12738,96628.0
47630,38772,119128.0
47631,2097,78580.0
47633,2274,76250.0
47634,2290,83778.0
47635,5529,82639.0
47637,1485,70265.0
47638,3529,88194.0
47639,4591,100993.0
47640,983,73026.0
47648,4396,86616.0
47649,1280,71597.0
47654,20,
47660,4945,61211.0
47665,4057,79181.0
47666,1555,76563.0
47670,11566,81363.0
47683,37,62000.0
47708,681,113750.0
47710,18815,59583.0
47711,31200,74530.0
47712,25051,74640.0
47713,9591,41707.0
47714,33571,63374.0
47715,28079,75141.0
47720,17198,90347.0
47725,19175,111708.0
47802,32891,85096.0
47803,21008,79711.0
47804,10933,50933.0
47805,12862,84701.0
47807,13531,35633.0
47809,1716,
47831,0,
47832,1169,93571.0
47833,964,101500.0
47834,19215,80019.0
47836,0,
47837,958,85859.0
47838,3916,86875.0
47840,2079,100625.0
47841,2368,68477.0
47842,9730,68375.0
47845,40,
47846,785,87222.0
47847,943,62596.0
47848,1290,74844.0
47849,530,86111.0
47850,2295,76094.0
47851,0,
47853,137,77727.0
47854,750,107639.0
47855,952,45688.0
47857,350,86625.0
47858,1176,
47859,986,81974.0
47860,625,51429.0
47861,573,113387.0
47862,1412,64538.0
47863,225,71926.0
47865,4,
47866,498,107500.0
47868,2691,71786.0
47869,34,
47870,0,
47871,511,56188.0
47872,8230,65105.0
47874,2679,85183.0
47875,0,
47876,345,
47879,3386,53449.0
47880,33,
47881,219,
47882,7984,70965.0
47884,269,53750.0
47885,9256,72355.0
47901,4497,81106.0
47904,16112,52720.0
47905,41689,79035.0
47906,73916,93277.0
47907,0,
47909,43169,80645.0
47916,56,
47917,409,88750.0
47918,5102,85519.0
47920,2802,113771.0
47921,1159,71364.0
47922,1392,54773.0
47923,3545,88790.0
47924,90,
47925,0,
47926,1141,81406.0
47928,1783,63578.0
47929,670,88750.0
47930,1119,61250.0
47932,5342,77625.0
47933,28319,81571.0
47940,1436,75625.0
47941,1096,79375.0
47942,771,83571.0
47943,1055,64861.0
47944,3439,63175.0
47946,2169,97500.0
47948,1260,83300.0
47949,1641,64948.0
47950,785,68245.0
47951,2325,72545.0
47952,2676,55917.0
47954,2283,89327.0
47955,777,79063.0
47957,2198,56813.0
47958,147,98750.0
47959,2547,62847.0
47960,15434,78736.0
47963,2405,75828.0
47964,85,52292.0
47965,514,76705.0
47966,310,67188.0
47967,844,76729.0
47968,1351,80804.0
47969,252,82188.0
47970,2195,69167.0
47971,2017,50670.0
47974,1299,87059.0
47975,777,72279.0
47977,2600,83125.0
47978,9954,82976.0
47980,1138,84350.0
47981,887,101438.0
47982,140,63333.0
47983,167,73375.0
47986,0,
47987,3687,72798.0
47989,1182,100934.0
47990,1428,65625.0
47991,1295,126667.0
47992,1620,116991.0
47993,3563,74671.0
47994,450,113750.0
47995,1815,77150.0
47997,173,87083.0
48001,11691,76607.0
48002,3121,86328.0
48003,5860,100573.0
48005,5317,118378.0
48006,3945,84643.0
48009,21738,233988.0
48014,4334,71250.0
48015,8493,69235.0
48017,11334,104662.0
48021,34087,63174.0
48022,2527,94926.0
48023,4993,100563.0
48025,14813,196629.0
48026,14668,79250.0
48027,3187,88542.0
48028,961,102098.0
48030,15065,64231.0
48032,1864,90179.0
48033,17380,77432.0
48034,15146,72333.0
48035,34385,77449.0
48036,21499,80102.0
48038,44255,92963.0
48039,7486,78911.0
48040,9973,83769.0
48041,4415,109198.0
48042,32193,138723.0
48043,15679,75412.0
48044,59225,118600.0
48045,24259,100589.0
48047,39976,111132.0
48048,10765,67674.0
48049,5509,100357.0
48050,1427,92946.0
48051,17542,98274.0
48054,7204,86339.0
48059,15314,91306.0
48060,39644,56151.0
48062,9351,110066.0
48063,4093,115545.0
48064,4001,85550.0
48065,11313,114111.0
48066,47476,70689.0
48067,24285,141745.0
48069,2609,195278.0
48070,6365,198958.0
48071,28521,75505.0
48072,15150,134891.0
48073,33822,120450.0
48074,9594,67143.0
48075,23416,83622.0
48076,24254,96942.0
48079,12572,104322.0
48080,22072,93614.0
48081,20474,91045.0
48082,16043,95093.0
48083,23540,113980.0
48084,15571,136989.0
48085,27514,152278.0
48088,23727,93941.0
48089,32509,54558.0
48091,30063,67295.0
48092,27848,81310.0
48093,24441,82839.0
48094,20310,116774.0
48095,5704,150435.0
48096,3780,132361.0
48097,5333,66842.0
48098,20545,170530.0
48101,28395,97118.0
48103,54563,150608.0
48104,45161,155819.0
48105,37598,150915.0
48108,26888,104497.0
48109,5773,
48111,44169,85945.0
48114,21573,123560.0
48116,26999,120807.0
48117,10258,82364.0
48118,13001,123897.0
48120,8919,71328.0
48122,12639,49760.0
48124,34046,94337.0
48125,22082,62880.0
48126,53044,55430.0
48127,40392,67570.0
48128,12405,108237.0
48130,16731,149115.0
48131,7978,112562.0
48133,6711,87426.0
48134,24114,98664.0
48135,27203,77523.0
48137,4361,87210.0
48138,10695,150455.0
48139,89,
48140,3414,115875.0
48141,25839,46581.0
48143,189,
48144,9672,119539.0
48145,2817,81338.0
48146,39807,68111.0
48150,26707,105778.0
48152,30954,118224.0
48154,37267,114209.0
48157,1225,69286.0
48158,7883,111357.0
48159,2590,78950.0
48160,14163,101529.0
48161,26775,81125.0
48162,28740,86261.0
48164,9172,117485.0
48165,9128,126823.0
48166,13264,89274.0
48167,22830,144649.0
48168,25444,183323.0
48169,21210,118276.0
48170,40675,137115.0
48173,13146,100809.0
48174,32155,78612.0
48176,23240,134567.0
48177,370,64000.0
48178,36842,156039.0
48179,3613,110000.0
48180,62937,66246.0
48182,21391,94963.0
48183,42467,95945.0
48184,17860,56991.0
48185,48622,77947.0
48186,36184,74066.0
48187,52861,131667.0
48188,45390,135350.0
48189,13718,104167.0
48190,187,215139.0
48191,4059,120670.0
48192,24857,80480.0
48193,16786,83705.0
48195,29948,78088.0
48197,66422,98144.0
48198,39867,72936.0
48201,14287,33176.0
48202,14617,68673.0
48203,20584,44608.0
48204,20365,33152.0
48205,31816,42007.0
48206,16011,52176.0
48207,20577,60853.0
48208,7827,31629.0
48209,26944,44388.0
48210,26547,42111.0
48211,5526,37540.0
48212,43213,43404.0
48213,21232,38395.0
48214,19372,55639.0
48215,11018,47016.0
48216,5171,54195.0
48217,6660,56957.0
48218,7204,38619.0
48219,44595,50950.0
48220,21664,103764.0
48221,41570,60880.0
48223,25747,53186.0
48224,38193,48468.0
48225,16228,63829.0
48226,6926,119648.0
48227,39024,42270.0
48228,54670,39891.0
48229,9288,55885.0
48230,17501,172582.0
48233,0,
48234,32402,46924.0
48235,45529,51663.0
48236,31130,156964.0
48237,29495,72666.0
48238,24565,40082.0
48239,37372,82151.0
48240,16914,71982.0
48242,0,
48243,0,
48301,14806,204946.0
48302,17175,225250.0
48304,17425,189041.0
48306,28083,177256.0
48307,43799,125654.0
48309,30626,145839.0
48310,43232,81823.0
48312,34921,83239.0
48313,34004,105845.0
48314,21587,94279.0
48315,28248,130906.0
48316,28263,124011.0
48317,28091,83232.0
48320,4329,101397.0
48322,33174,136288.0
48323,16742,175800.0
48324,17366,158924.0
48326,24105,100760.0
48327,20878,91673.0
48328,25717,82215.0
48329,23932,105292.0
48331,22152,144796.0
48334,18814,124210.0
48335,24229,118941.0
48336,27558,115801.0
48340,25957,56288.0
48341,19236,57681.0
48342,16858,40543.0
48346,23212,103067.0
48348,24819,150582.0
48350,7795,125045.0
48353,7086,109484.0
48356,8158,111650.0
48357,8342,102904.0
48359,10149,131343.0
48360,12103,150189.0
48362,15053,123002.0
48363,7517,173706.0
48367,4482,122560.0
48370,1725,117171.0
48371,26098,128109.0
48374,18125,204904.0
48375,23933,134107.0
48377,19083,109899.0
48380,7750,138875.0
48381,13573,122389.0
48382,23765,138579.0
48383,13093,112306.0
48386,18043,103417.0
48390,23854,107214.0
48393,19975,111176.0
48401,1289,61420.0
48410,114,86250.0
48411,30,
48412,5720,76891.0
48413,7445,67279.0
48414,2837,90568.0
48415,9013,88182.0
48416,5291,75107.0
48417,2382,68555.0
48418,4408,88173.0
48419,2196,68750.0
48420,21019,80583.0
48421,6592,73025.0
48422,6005,76629.0
48423,33601,87638.0
48426,1280,78194.0
48427,2899,66875.0
48428,5556,101607.0
48429,8428,80392.0
48430,38929,109401.0
48432,536,58875.0
48433,25824,89836.0
48434,132,
48435,2589,87917.0
48436,4139,93580.0
48437,348,59583.0
48438,7511,109931.0
48439,52012,107843.0
48440,114,
48441,3979,68071.0
48442,22416,99298.0
48444,9525,79919.0
48445,1169,73958.0
48446,30693,81645.0
48449,2972,62105.0
48450,4503,70391.0
48451,15416,114490.0
48453,4991,60556.0
48454,1162,74464.0
48455,7953,111358.0
48456,728,63750.0
48457,8876,68617.0
48458,19109,50350.0
48460,2689,97708.0
48461,7889,80320.0
48462,12803,114844.0
48463,4440,81667.0
48464,1999,74313.0
48465,553,76641.0
48466,1501,71563.0
48467,2286,75809.0
48468,1266,76250.0
48469,1295,67125.0
48470,579,62250.0
48471,5613,71675.0
48472,1403,75259.0
48473,22586,84845.0
48475,2613,78958.0
48476,604,87813.0
48502,1323,62083.0
48503,22891,47134.0
48504,23941,47520.0
48505,17809,34012.0
48506,24837,54093.0
48507,29357,55290.0
48509,9354,75824.0
48519,8577,82125.0
48529,8164,45679.0
48532,20531,58926.0
48601,32172,47398.0
48602,27575,51215.0
48603,28426,81823.0
48604,11793,72877.0
48607,1676,56250.0
48609,12339,93972.0
48610,3270,57756.0
48611,6135,101875.0
48612,8382,65357.0
48613,1039,57391.0
48614,978,66932.0
48615,2817,80357.0
48616,7486,70368.0
48617,9526,72098.0
48618,4912,65743.0
48619,454,57500.0
48620,146,
48621,1065,61667.0
48622,5996,64851.0
48623,15098,112543.0
48624,16480,68938.0
48625,12962,49728.0
48626,5899,110614.0
48627,129,75000.0
48628,1958,87361.0
48629,7691,63177.0
48630,70,
48631,3924,79892.0
48632,5028,57717.0
48633,129,230903.0
48634,4613,97885.0
48635,1608,65694.0
48636,852,55000.0
48637,3104,75382.0
48638,12157,83173.0
48640,32723,95051.0
48642,33483,98892.0
48647,4256,59449.0
48649,1309,66220.0
48650,6462,76806.0
48651,4369,51979.0
48652,1974,89615.0
48653,9885,74769.0
48654,2446,56477.0
48655,5773,75536.0
48656,3785,44784.0
48657,7506,83835.0
48658,4803,68571.0
48659,2643,64643.0
48661,10538,68225.0
48662,1293,74583.0
48701,1268,80156.0
48703,2964,68661.0
48705,423,58750.0
48706,39182,73804.0
48708,25857,65030.0
48710,0,
48720,1116,64167.0
48721,420,65096.0
48722,3264,71890.0
48723,12389,76410.0
48724,796,2499.0
48725,1910,73438.0
48726,5733,78636.0
48727,984,63333.0
48728,302,68500.0
48729,1478,71328.0
48730,4586,65729.0
48731,1477,66442.0
48732,11204,72485.0
48733,1573,68750.0
48734,7425,116552.0
48735,981,76324.0
48737,1214,45278.0
48738,1036,70938.0
48739,3592,62097.0
48740,2457,72727.0
48741,2043,64612.0
48742,1611,61042.0
48743,38,
48744,4326,57393.0
48745,1416,65000.0
48746,8090,76957.0
48747,1720,89074.0
48748,1438,61500.0
48749,1311,73393.0
48750,9024,49218.0
48754,973,74063.0
48755,2825,79013.0
48756,3956,53555.0
48757,3713,95227.0
48759,3506,74250.0
48760,1342,69375.0
48761,867,58710.0
48762,1069,66750.0
48763,4943,69052.0
48765,554,64375.0
48766,1319,57143.0
48767,2075,81176.0
48768,9111,64877.0
48770,1826,59375.0
48801,13621,65839.0
48806,1794,67011.0
48807,787,64821.0
48808,6519,96154.0
48809,11112,78307.0
48811,7425,76103.0
48813,20165,89411.0
48815,2254,83229.0
48816,347,
48817,5586,83750.0
48818,2395,76010.0
48819,2426,98173.0
48820,18046,118396.0
48821,6127,109181.0
48822,2469,104453.0
48823,49713,114593.0
48824,1969,
48825,10855,
48827,15999,88772.0
48829,3434,63864.0
48831,3307,82969.0
48832,1276,61513.0
48834,2159,65268.0
48835,2580,103068.0
48836,14779,93196.0
48837,19913,106804.0
48838,18043,71809.0
48840,12611,115020.0
48841,713,68125.0
48842,21194,99373.0
48843,46734,113759.0
48845,981,69583.0
48846,22038,71740.0
48847,5599,81103.0
48848,7705,96951.0
48849,5789,85357.0
48850,4657,65547.0
48851,2307,66587.0
48852,166,48500.0
48853,740,57045.0
48854,19502,102561.0
48855,16367,106457.0
48856,879,87024.0
48857,3489,84333.0
48858,43036,72030.0
48859,2395,
48860,1601,80855.0
48861,1839,101250.0
48862,25,
48864,23359,134710.0
48865,1918,83077.0
48866,4357,77686.0
48867,27154,71958.0
48870,214,31951.0
48871,2232,83571.0
48872,6241,86064.0
48873,1402,91250.0
48874,185,
48875,10899,99460.0
48876,4602,81989.0
48877,1967,70208.0
48878,1510,59028.0
48879,18607,94551.0
48880,10026,67266.0
48881,5521,91755.0
48883,6692,72287.0
48884,5009,71635.0
48885,1108,70057.0
48886,1621,76000.0
48888,5792,59257.0
48889,1482,73636.0
48890,1976,77466.0
48891,2864,61964.0
48892,4740,93295.0
48893,5274,71962.0
48894,2386,109250.0
48895,11331,128261.0
48896,268,
48897,1434,98594.0
48906,25953,68455.0
48910,33221,66700.0
48911,40755,66271.0
48912,16378,78047.0
48915,10022,67182.0
48917,32379,90280.0
48933,3056,58958.0
49001,20087,62952.0
49002,19975,97963.0
49004,17870,94091.0
49006,26730,68416.0
49007,10565,37398.0
49008,16114,100560.0
49009,47139,111121.0
49010,18457,73451.0
49011,2463,73750.0
49012,3705,95199.0
49013,5030,71328.0
49014,21118,79068.0
49015,29361,85980.0
49017,20179,71784.0
49021,6339,85987.0
49022,29985,42971.0
49024,30539,104877.0
49026,1666,80313.0
49027,284,110625.0
49028,5733,76250.0
49029,1341,85234.0
